Store ID,Name,Brand,Store Number,Phone Number,Ownership Type,Street Combined,Street 1,Street 2,Street 3,City,Country Subdivision,Country,Postal Code,Coordinates,Latitude,Longitude,Timezone,Current Timezone Offset,Olson Timezone,First Seen
12450,Fordham Dr. & Kempsriver Drive,Starbucks,7542-4392,757-413-5162,CO,1390 Fordham Drive,1390 Fordham Drive,,,Virginia Beach,VA,US,234645334,"(36.7995071411133, -76.1778793334961)",36.799507141113281,-76.1778793334961,Eastern Standard Time,-300,GMT-05:00 America/New_York,12/08/2013 10:41:59 PM
12410,San Diego Conv Ctr - Lobby A,Starbucks,72178-19739,619-525-5835,LS,111 West Harbor Drive,111 West Harbor Drive,,,San Diego,CA,US,921017822,"(32.7063179016113, -117.160636901855)",32.706317901611328,-117.16063690185547,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles,12/08/2013 10:41:59 PM
12431,Marriott San Diego Marina,Starbucks,75727-62340,619-230-8914,LS,333 West Harbor Drive,333 West Harbor Drive,,,San Diego,CA,US,921017709,"(32.7081260681152, -117.165748596191)",32.708126068115234,-117.16574859619141,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles,12/08/2013 10:41:59 PM
12451,Brighton/Soldiers Field,Starbucks,7686-30016,617-782-1325,CO,1660-1670 Soldiers Field Rd,1660-1670 Soldiers Field Rd,,,Brighton,MA,US,021351111,"(42.3588676452637, -71.1543502807617)",42.358867645263672,-71.154350280761719,Eastern Standard Time,-300,GMT-05:00 America/New_York,12/08/2013 10:41:59 PM
12453,119th St. & Hwy 69,Starbucks,2553-36639,913-663-5200,CO,"10152 W.  119th Street, Highland Plaza Shopping Center",10152 W.  119th Street,,Highland Plaza Shopping Center,Overland Park,KS,US,662131462,"(38.9133987426758, -94.7025451660156)",38.913398742675781,-94.702545166015625,Central Standard Time,-360,GMT-06:00 America/Chicago,12/08/2013 10:41:59 PM
12454,Islip Village,Starbucks,7651-39320,6315814273,CO,455 Main St,455 Main St,,,Islip,NY,US,117513536,"(40.7291107177734, -73.2148818969727)",40.729110717773438,-73.214881896972656,Eastern Standard Time,-300,GMT-05:00 America/New_York,12/08/2013 10:41:59 PM
12456,"East Maple Street, North Canton",Starbucks,2577-48819,330-499-1800,CO,"2197 E. Maple Street, B, The Marketplace at Washington Square",2197 E. Maple Street,B,The Marketplace at Washington Square,North Canton,OH,US,447203335,"(40.8757133483887, -81.3661804199219)",40.875713348388672,-81.366180419921875,Eastern Standard Time,-300,GMT-05:00 America/New_York,12/08/2013 10:41:59 PM
12457,Bay Area & Seawolf,Starbucks,6426-26988,281-488-9800,CO,"515 Bay Area Blvd, Ste 100, Concorde Center - Phase II",515 Bay Area Blvd,Ste 100,Concorde Center - Phase II,Houston,TX,US,770582666,"(29.5517807006836, -95.1261444091797)",29.551780700683594,-95.126144409179688,Central Standard Time,-360,GMT-06:00 America/Chicago,12/08/2013 10:41:59 PM
12459,"4th & Market, San Diego",Starbucks,5972-44680,619-234-6945,CO,345 Market Street,345 Market Street,,,San Diego,CA,US,921016931,"(32.7113075256348, -117.161239624023)",32.711307525634766,-117.16123962402344,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles,12/08/2013 10:41:59 PM
12460,Fred Meyer-Newport #227,Starbucks,72230-35300,541-265-4581,LS,150 NE 20th St,150 NE 20th St,,,Newport,OR,US,973651851,"(44.6513137817383, -124.051261901855)",44.651313781738281,-124.05126190185547,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles,12/08/2013 10:41:59 PM
12461,S Royal Oaks at Murfreesboro,Starbucks,8477-18459,615-599-2558,CO,"204 S. ROYAL OAKS BLVD, Marketplace of Franklin",204 S. ROYAL OAKS BLVD,,Marketplace of Franklin,Franklin,TN,US,370645313,"(35.9139137268066, -86.8290786743164)",35.913913726806641,-86.8290786743164,Central Standard Time,-360,GMT-06:00 America/Chicago,12/08/2013 10:41:59 PM
12462,"Temple & Mission, Pomona",Starbucks,6461-46581,909-865-7767,CO,"3044 Temple Avenue, Mission Hills Plaza",3044 Temple Avenue,,Mission Hills Plaza,Pomona,CA,US,917666816,"(34.0416831970215, -117.798355102539)",34.041683197021484,-117.79835510253906,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles,12/08/2013 10:41:59 PM
12463,Scottsdale & Ashler Hills,Starbucks,5979-39299,480-575-0360,CO,"32421 N Scottsdale Road, Bldg 4, #K, The Summit",32421 N Scottsdale Road,"Bldg 4, #K",The Summit,Scottsdale,AZ,US,852661518,"(33.7799682617188, -111.923126220703)",33.77996826171875,-111.92312622070313,US Mountain Standard Time,-420,GMT+000000 America/Phoenix,12/08/2013 10:41:59 PM
12464,Harbor & Baker,Starbucks,5984-45779,714-557-9964,CO,"3030 Harbor Blvd., #J-2, Costa Mesa Square",3030 Harbor Blvd.,#J-2,Costa Mesa Square,Costa Mesa,CA,US,926262562,"(33.6816368103027, -117.918998718262)",33.681636810302734,-117.91899871826172,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles,12/08/2013 10:41:59 PM
12466,Safeway-Elk Grove #1647,Starbucks,74689-96836,916-691-3770,LS,5021 Laguna Blvd,5021 Laguna Blvd,,,Elk Grove,CA,US,957585262,"(38.424015045166, -121.446151733398)",38.424015045166016,-121.44615173339844,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles,12/08/2013 10:41:59 PM
12467,Kroger-Athens #901,Starbucks,72961-93011,740-592-1598,LS,919 E State St,919 E State St,,,Athens,OH,US,457012117,"(39.3358612060547, -82.0692138671875)",39.335861206054688,-82.0692138671875,Eastern Standard Time,-300,GMT-05:00 America/New_York,12/08/2013 10:41:59 PM
12468,"3rd Street & Bell Rd, Phoenix",Starbucks,8606-93575,602-863-1564,CO,"275 East Bell Road, #100",275 East Bell Road,#100,,Phoenix,AZ,US,850226317,"(33.638988494873, -112.070426940918)",33.638988494873047,-112.07042694091797,US Mountain Standard Time,-420,GMT+000000 America/Phoenix,12/08/2013 10:41:59 PM
12471,205 E. Atlantic Ave.,Starbucks,8455-44904,561-243-9332,CO,205 E Atlantic Avenue,205 E Atlantic Avenue,,,Delray Beach,FL,US,334443726,"(26.4617824554443, -80.0708389282227)",26.461782455444336,-80.070838928222656,Eastern Standard Time,-300,GMT-05:00 America/New_York,12/08/2013 10:41:59 PM
12472,Rancho Bernardo & Pomerado,Starbucks,6455-53699,858-487-1746,CO,"12469 Rancho Bernardo Road, Rancho Bernardo Village",12469 Rancho Bernardo Road,,Rancho Bernardo Village,San Diego,CA,US,921282143,"(33.018123626709, -117.062034606934)",33.018123626708984,-117.06203460693359,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles,12/08/2013 10:41:59 PM
12474,San Pablo & Fairmount - El Cerrito,Starbucks,5967-49739,510-524-8134,CO,"3090 El Cerrito Plaza, El Cerrito Plaza",3090 El Cerrito Plaza,,El Cerrito Plaza,El Cerrito,CA,US,945304011,"(37.9013214111328, -122.299705505371)",37.901321411132812,-122.29970550537109,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles,12/08/2013 10:41:59 PM
12475,Tampa & Victory,Starbucks,5959-45579,818-342-7130,CO,"19313 Victory Boulevard, 1",19313 Victory Boulevard,1,,Reseda,CA,US,913356302,"(34.1875762939453, -118.553726196289)",34.187576293945312,-118.55372619628906,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles,12/08/2013 10:41:59 PM
12476,Reseda & Plummer,Starbucks,6459-53039,818-998-7001,CO,"9420 Reseda Blvd., #1",9420 Reseda Blvd.,#1,,Northridge,CA,US,913246001,"(34.2417106628418, -118.535858154297)",34.2417106628418,-118.53585815429688,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles,12/08/2013 10:41:59 PM
12477,MacArthur & 114,Starbucks,6307-1152,972-556-9871,CO,"5904 N. MacArthur, 160, Las Colinas Village",5904 N. MacArthur,160,Las Colinas Village,Irving,TX,US,750393806,"(32.8919448852539, -96.9604721069336)",32.891944885253906,-96.9604721069336,Central Standard Time,-360,GMT-06:00 America/Chicago,12/08/2013 10:41:59 PM
12478,"Esplanade & Hwy 1, Oxnard",Starbucks,5943-35499,805-981-2834,CO,"331 W. Esplanade, The Esplanade",331 W. Esplanade,,The Esplanade,Oxnard,CA,US,930361234,"(34.233097076416, -119.177856445313)",34.233097076416016,-119.1778564453125,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles,12/08/2013 10:41:59 PM
12479,Lincoln & Belden,Starbucks,2515-33579,7738324313,CO,2275 North Lincoln Avenue,2275 North Lincoln Avenue,,,Chicago,IL,US,606143717,"(41.9235458374023, -87.6458969116211)",41.923545837402344,-87.6458969116211,Central Standard Time,-360,GMT-06:00 America/Chicago,12/08/2013 10:41:59 PM
12480,Piazza-San Mateo,Starbucks,72718-35464,650-345-7850,LS,1218 W Hillsdale Blvd,1218 W Hillsdale Blvd,,,San Mateo,CA,US,944033124,"(37.5338287353516, -122.32633972168)",37.533828735351562,-122.32633972167969,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles,12/08/2013 10:41:59 PM
12481,Bosque & Wooded Acres,Starbucks,6410-46479,254-776-8222,CO,"1428 Wooded Acres, 200, Lake Air Court",1428 Wooded Acres,200,Lake Air Court,Waco,TX,US,767104440,"(31.5338268280029, -97.1905136108398)",31.53382682800293,-97.190513610839844,Central Standard Time,-360,GMT-06:00 America/Chicago,12/08/2013 10:41:59 PM
12482,85th & First,Starbucks,7672-48619,212-737-6534,CO,1631 1st Ave,1631 1st Ave,,,New York,NY,US,100284304,"(40.7761268615723, -73.9502029418945)",40.776126861572266,-73.950202941894531,Eastern Standard Time,-300,GMT-05:00 America/New_York,12/08/2013 10:41:59 PM
12483,Ohio State University,Starbucks,2434-12757,614-291-5692,CO,"1782 North High Street, Ohio State University",1782 North High Street,,Ohio State University,Columbus,OH,US,432011144,"(39.9987907409668, -83.0074996948242)",39.9987907409668,-83.007499694824219,Eastern Standard Time,-300,GMT-05:00 America/New_York,12/08/2013 10:41:59 PM
12484,200 Saratoga Ave,Starbucks,5730-8405,408-296-6808,CO,"200 Saratoga Ave, Pruneridge Shopping Center",200 Saratoga Ave,,Pruneridge Shopping Center,Santa Clara,CA,US,950506629,"(37.3283309936523, -121.966110229492)",37.328330993652344,-121.96611022949219,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles,12/08/2013 10:41:59 PM
12485,1085 West Fifth Avenue,Starbucks,2455-19279,614-291-4426,CO,1085 West Fifth Avenue,1085 West Fifth Avenue,,,Columbus,OH,US,432122629,"(39.9880790710449, -83.035270690918)",39.988079071044922,-83.035270690917969,Eastern Standard Time,-300,GMT-05:00 America/New_York,12/08/2013 10:41:59 PM
12486,U of MN - 615 Washington Ave SE,Starbucks,2488-21281,612-378-7765,CO,"615 Washington Ave SE, Radisson Hotel Metrodome",615 Washington Ave SE,,Radisson Hotel Metrodome,Minneapolis,MN,US,554142931,"(44.9739570617676, -93.2299346923828)",44.973957061767578,-93.229934692382812,Central Standard Time,-360,GMT-06:00 America/Chicago,12/08/2013 10:41:59 PM
12487,Farmer's Lane & Highway 12,Starbucks,5849-27427,707-546-6920,CO,"1511 Farmer's Lane, Farmers Lane Center",1511 Farmer's Lane,,Farmers Lane Center,Santa Rosa,CA,US,954057525,"(38.434928894043, -122.68856048584)",38.434928894042969,-122.68856048583984,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles,12/08/2013 10:41:59 PM
12488,Melville,Starbucks,7576-18559,631-692-0392,CO,64 Broad Hollow Road,64 Broad Hollow Road,,,Melville,NY,US,117472504,"(40.7907295227051, -73.4159240722656)",40.790729522705078,-73.415924072265625,Eastern Standard Time,-300,GMT-05:00 America/New_York,12/08/2013 10:41:59 PM
12489,Arundel Mills,Starbucks,7600-23788,443-755-1506,CO,"7000 Arundel Mills Cir, Space # 500, Arundel Mills",7000 Arundel Mills Cir,Space # 500,Arundel Mills,Hanover,MD,US,210761282,"(39.1565361022949, -76.7244033813477)",39.156536102294922,-76.724403381347656,Eastern Standard Time,-300,GMT-05:00 America/New_York,12/08/2013 10:41:59 PM
12490,Safeway-Davis #1561,Starbucks,74163-24431,530-792-8500,LS,2121 Cowell Blvd.,2121 Cowell Blvd.,,,Davis,CA,US,956186388,"(38.5412483215332, -121.724967956543)",38.5412483215332,-121.72496795654297,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles,12/08/2013 10:41:59 PM
12491,Chesterfield Commons,Starbucks,2475-26307,636-536-6885,CO,"17293 Chesterfield Airport Rd, The Plaza at Boone's Crossing",17293 Chesterfield Airport Rd,,The Plaza at Boone's Crossing,Chesterfield,MO,US,630051423,"(38.6688919067383, -90.5987091064453)",38.668891906738281,-90.598709106445312,Central Standard Time,-360,GMT-06:00 America/Chicago,12/08/2013 10:41:59 PM
12492,East Lake Samm.Cntr,Starbucks,3315-4858,425-394-0196,CO,"6170 E Lake Sammamish Pkwy SE, East Lake Sammamish Center",6170 E Lake Sammamish Pkwy SE,,East Lake Sammamish Center,Issaquah,WA,US,980298924,"(47.5473403930664, -122.03931427002)",47.547340393066406,-122.03931427001953,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles,12/08/2013 10:41:59 PM
12495,I-35 & Oltorf,Starbucks,8632-93402,512-707-0039,CO,2300 S IH-35 South,2300 S IH-35 South,,,Austin,TX,US,787044447,"(30.2337188720703, -97.7424011230469)",30.233718872070312,-97.742401123046875,Central Standard Time,-360,GMT-06:00 America/Chicago,12/08/2013 10:41:59 PM
12496,Teel & Main St.,Starbucks,8816-93415,972-712-3871,CO,"3193 Main Street, Suite #105",3193 Main Street,Suite #105,,Frisco,TX,US,75034,"(33.1526298522949, -96.8619995117188)",33.152629852294922,-96.86199951171875,Central Standard Time,-360,GMT-06:00 America/Chicago,12/08/2013 10:41:59 PM
12497,Randalls-Hurst #2609,Starbucks,74663-82423,817-281-0426,LS,612 Grapevine Hwy,612 Grapevine Hwy,,,Hurst,TX,US,760542758,"(32.8641777038574, -97.1799468994141)",32.864177703857422,-97.179946899414062,Central Standard Time,-360,GMT-06:00 America/Chicago,12/08/2013 10:41:59 PM
12499,Farm Fresh-Hampton #240,Starbucks,72919-95394,757-850-0156,LS,227 Fox Hill Rd,227 Fox Hill Rd,,,Hampton,VA,US,236691739,"(37.0574607849121, -76.3279190063477)",37.057460784912109,-76.327919006347656,Eastern Standard Time,-300,GMT-05:00 America/New_York,12/08/2013 10:41:59 PM
12500,2nd & Division,Starbucks,8655-93494,509-747-7617,CO,"172 S. Divison Street Suite A, A",172 S. Divison Street Suite A,A,,Spokane,WA,US,992021509,"(47.6547164916992, -117.411521911621)",47.654716491699219,-117.41152191162109,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles,12/08/2013 10:41:59 PM
12501,Safeway-Superior #1656,Starbucks,74480-82282,303-543-1153,LS,1601 Coalton Rd,1601 Coalton Rd,,,Superior,CO,US,800274610,"(39.9301414489746, -105.148681640625)",39.930141448974609,-105.148681640625,Mountain Standard Time,-420,GMT-07:00 America/Denver,12/08/2013 10:41:59 PM
12502,City Market-Granby #446,Starbucks,72926-91721,970-887-7140,LS,1001 Thompson Road,1001 Thompson Road,,,Granby,CO,US,80446,"(40.0629081726074, -105.928871154785)",40.062908172607422,-105.92887115478516,Mountain Standard Time,-420,GMT-07:00 America/Denver,12/08/2013 10:41:59 PM
12503,Imperial & Harbor,Starbucks,6671-17216,714-525-5097,CO,147 E. Imperial Highway,147 E. Imperial Highway,,,Fullerton,CA,US,928351018,"(33.917724609375, -117.930854797363)",33.917724609375,-117.93085479736328,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles,12/08/2013 10:41:59 PM
12504,2344 Eastlake,Starbucks,3448-84572,206-324-5144,CO,2344 Eastlake Ave E,2344 Eastlake Ave E,,,Seattle,WA,US,981023306,"(47.6410255432129, -122.325668334961)",47.641025543212891,-122.32566833496094,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles,12/08/2013 10:41:59 PM
12505,Target Germantown T-1046,Starbucks,76257-95152,301-515-6882,LS,20900 Frederick Rd,20900 Frederick Rd,,,Germantown,MD,US,208764119,"(39.1988372802734, -77.2491455078125)",39.198837280273438,-77.2491455078125,Eastern Standard Time,-300,GMT-05:00 America/New_York,12/08/2013 10:41:59 PM
12506,Target Columbia T-1044,Starbucks,76256-95151,410-290-1123,LS,6111 Dobbin Rd,6111 Dobbin Rd,,,Columbia,MD,US,21045,"(39.1971969604492, -76.8136367797852)",39.197196960449219,-76.813636779785156,Eastern Standard Time,-300,GMT-05:00 America/New_York,12/08/2013 10:41:59 PM
12510,"Olive & Knudsen, Bakersfield",Starbucks,8620-93722,661-399-4090,CO,5210 Olive Drive,5210 Olive Drive,,,Bakersfield,CA,US,933083064,"(35.4126205444336, -119.05842590332)",35.412620544433594,-119.05842590332031,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles,12/08/2013 10:41:59 PM
12511,"Stetson & State, Hemet",Starbucks,8752-93755,951-929-3110,CO,150 W. Stetson Avenue,150 W. Stetson Avenue,,,Hemet,CA,US,925437045,"(33.729606628418, -116.972099304199)",33.729606628417969,-116.97209930419922,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles,12/08/2013 10:41:59 PM
12512,Missoula-1-90 and Reserve,Starbucks,3437-93690,406-721-2712,CO,5260 Grant Creek Road,5260 Grant Creek Road,,,Missoula,MT,US,598081492,"(46.9143753051758, -114.032936096191)",46.914375305175781,-114.03293609619141,Mountain Standard Time,-420,GMT-07:00 America/Denver,12/08/2013 10:41:59 PM
12538,Norwood Rte. 1 North,Starbucks,3433-93669,781-255-5805,CO,1000 Providence Highway,1000 Providence Highway,,,Norwood,MA,US,020625002,"(42.1781578063965, -71.1904602050781)",42.178157806396484,-71.190460205078125,Eastern Standard Time,-300,GMT-05:00 America/New_York,12/08/2013 10:41:59 PM
12513,"Rancho & Bonanza, Las Vegas",Starbucks,2778-89120,702-636-4194,CO,"751 N. Rancho Drive, #110, Rancho Plaza Shopping Center",751 N. Rancho Drive,#110,Rancho Plaza Shopping Center,Las Vegas,NV,US,891063771,"(36.1782264709473, -115.177253723145)",36.178226470947266,-115.17725372314453,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles,12/08/2013 10:41:59 PM
12514,Hauppauge - Route 111,Starbucks,7813-74601,631-724-0928,CO,513 Route 111,513 Route 111,,,Hauppauge,NY,US,11788,"(40.8284912109375, -73.1992721557617)",40.8284912109375,-73.199272155761719,Eastern Standard Time,-300,GMT-05:00 America/New_York,12/08/2013 10:41:59 PM
12515,Loop 610 & I-45,Starbucks,3444-83420,713-454-0832,CO,1450 Gulfgate Center,1450 Gulfgate Center,,,Houston,TX,US,770873032,"(29.6977596282959, -95.2976989746094)",29.6977596282959,-95.297698974609375,Central Standard Time,-360,GMT-06:00 America/Chicago,12/08/2013 10:41:59 PM
12517,SE 27th - Mercer Island,Starbucks,3393-76582,206-275-3115,CO,7620 SE 27th St,7620 SE 27th St,,,Mercer Island,WA,US,980402805,"(47.5870094299316, -122.23690032959)",47.587009429931641,-122.23690032958984,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles,12/08/2013 10:41:59 PM
12518,Rapid City-Rushmore Mall,Starbucks,8814-87507,605-348-9858,CO,"2200 North Maple Avenue, 609, Rushmore Mall",2200 North Maple Avenue,609,Rushmore Mall,Rapid City,SD,US,577017854,"(44.1064338684082, -103.211433410645)",44.1064338684082,-103.21143341064453,Mountain Standard Time,-420,GMT-07:00 America/Denver,12/08/2013 10:41:59 PM
12519,Eldorado Pkwy & I-75,Starbucks,8997-95536,972-548-7356,CO,"2811 Craig Drive, 102",2811 Craig Drive,102,,McKinney,TX,US,750704347,"(33.1729545593262, -96.6415863037109)",33.172954559326172,-96.641586303710938,Central Standard Time,-360,GMT-06:00 America/Chicago,12/08/2013 10:41:59 PM
12520,U of Houston/Downtown,Starbucks,75246-93543,832-250-5474,LS,1 Main St,1 Main St,,,Houston,TX,US,770021014,"(29.7659664154053, -95.3590621948242)",29.765966415405273,-95.359062194824219,Central Standard Time,-360,GMT-06:00 America/Chicago,12/08/2013 10:41:59 PM
12522,West Wisconsin & West Greenville,Starbucks,8616-94042,920-954-1482,CO,4339 W Wisconsin Avenue,4339 W Wisconsin Avenue,,,Appleton,WI,US,549138632,"(44.2726211547852, -88.4707641601563)",44.272621154785156,-88.47076416015625,Central Standard Time,-360,GMT-06:00 America/Chicago,12/08/2013 10:41:59 PM
12524,Highway 441 & Calumet,Starbucks,2903-92686,920-954-1462,CO,3420 E Calumet Ave.,3420 E Calumet Ave.,,,Appleton,WI,US,549154185,"(44.2443161010742, -88.3572387695313)",44.244316101074219,-88.35723876953125,Central Standard Time,-360,GMT-06:00 America/Chicago,12/08/2013 10:41:59 PM
12525,University & North Blackhawk,Starbucks,8970-94826,608-238-3467,CO,3515 University Avenue,3515 University Avenue,,,Madison,WI,US,537052140,"(43.0749473571777, -89.4475631713867)",43.074947357177734,-89.447563171386719,Central Standard Time,-360,GMT-06:00 America/Chicago,12/08/2013 10:41:59 PM
12526,Yosemite & Hwy 99 - Manteca,Starbucks,8642-94061,209-239-1553,CO,1451 Hulsey Way,1451 Hulsey Way,,,Manteca,CA,US,953365066,"(37.7970428466797, -121.192115783691)",37.797042846679688,-121.19211578369141,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles,12/08/2013 10:41:59 PM
12527,5th & E Street - Eureka,Starbucks,8729-93391,707-445-2685,CO,326 5th Street,326 5th Street,,,Eureka,CA,US,955010306,"(40.8015747070313, -124.167152404785)",40.80157470703125,-124.16715240478516,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles,12/08/2013 10:41:59 PM
12528,Main & Riverside - Susanville,Starbucks,8114-95791,530-251-8460,CO,2980 Main Street,2980 Main Street,,,Susanville,CA,US,961304730,"(40.405647277832, -120.634185791016)",40.405647277832031,-120.63418579101563,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles,12/08/2013 10:41:59 PM
12529,Douglas & Harding,Starbucks,7929-95596,916-797-9165,CO,"415 Roseville Square, A, Roseville Square",415 Roseville Square,A,Roseville Square,Roseville,CA,US,956782807,"(38.7449340820313, -121.27458190918)",38.74493408203125,-121.27458190917969,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles,12/08/2013 10:41:59 PM
12530,I-5 & Wood - Willows,Starbucks,3422-93760,530-934-3849,CO,"505 Humboldt Ave, A",505 Humboldt Ave,A,,Willows,CA,US,959883500,"(39.5263328552246, -122.212532043457)",39.526332855224609,-122.21253204345703,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles,12/08/2013 10:41:59 PM
12531,Richmond Road,Starbucks,7931-95175,859-263-1344,CO,2703 Richmond Rd,2703 Richmond Rd,,,Lexington,KY,US,405091504,"(38.0090713500977, -84.4536819458008)",38.009071350097656,-84.453681945800781,Eastern Standard Time,-300,GMT-05:00 America/New_York,12/08/2013 10:41:59 PM
12532,Meadowood Mall,Starbucks,8129-95441,775-828-9555,CO,5000 #1 Meadowood Mall Circle,5000 #1 Meadowood Mall Circle,,,Reno,NV,US,895026543,"(39.4740409851074, -119.782859802246)",39.474040985107422,-119.78285980224609,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles,12/08/2013 10:41:59 PM
12533,Randalls-Houston #1041,Starbucks,74642-80100,713-721-0011,LS,4800 W Bellefort,4800 W Bellefort,,,Houston,TX,US,770353498,"(29.6727256774902, -95.4591598510742)",29.672725677490234,-95.459159851074219,Central Standard Time,-360,GMT-06:00 America/Chicago,12/08/2013 10:41:59 PM
12534,Kedzie & Wilson - Albany Park,Starbucks,8954-94895,773-267-1579,CO,4558 North Kedzie Ave.,4558 North Kedzie Ave.,,,Chicago,IL,US,606254511,"(41.964527130127, -87.7088394165039)",41.964527130126953,-87.7088394165039,Central Standard Time,-360,GMT-06:00 America/Chicago,12/08/2013 10:41:59 PM
12536,Fred Meyer-Portland #150(Interstate,Starbucks,72910-94263,503-286-6755,LS,7404 N Interstate Ave,7404 N Interstate Ave,,,Portland,OR,US,972175528,"(45.5758857727051, -122.681114196777)",45.575885772705078,-122.68111419677734,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles,12/08/2013 10:41:59 PM
12537,Rye Brook,Starbucks,8795-86240,914-937-1597,CO,118 S. Ridge Street,118 S. Ridge Street,,,Port Chester,NY,US,105732825,"(41.0026435852051, -73.6813354492188)",41.002643585205078,-73.68133544921875,Eastern Standard Time,-300,GMT-05:00 America/New_York,12/08/2013 10:41:59 PM
12539,Flatbush Ave Atlantic Terminal,Starbucks,7704-13119,718-789-3418,CO,"139 Flatbush Ave, Atlantic Terminal",139 Flatbush Ave,,Atlantic Terminal,Brooklyn,NY,US,112171450,"(40.6846771240234, -73.9776382446289)",40.684677124023438,-73.9776382446289,Eastern Standard Time,-300,GMT-05:00 America/New_York,12/08/2013 10:41:59 PM
12542,North Coast Hwy & 2nd St-Newport,Starbucks,8842-93348,541-265-8610,CO,122 N. Coast Highway,122 N. Coast Highway,,,Newport,OR,US,973653121,"(44.6373977661133, -124.052558898926)",44.637397766113281,-124.05255889892578,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles,12/08/2013 10:41:59 PM
12543,Giant 6517 @ Langhorne,Starbucks,74666-95163,215-741-3360,LS,168 N Flowers Mill Rd,168 N Flowers Mill Rd,,,Langhorne,PA,US,190471652,"(40.1817970275879, -74.9075241088867)",40.181797027587891,-74.907524108886719,Eastern Standard Time,-300,GMT-05:00 America/New_York,12/08/2013 10:41:59 PM
12544,Giant Eagle Mkt-New Kensington #8,Starbucks,72870-92342,724-339-4940,LS,200 Tarentum Bridge Rd,200 Tarentum Bridge Rd,,,New Kensington,PA,US,15068,"(40.5944747924805, -79.7529449462891)",40.594474792480469,-79.752944946289062,Eastern Standard Time,-300,GMT-05:00 America/New_York,12/08/2013 10:41:59 PM
12546,4th & Broadway,Starbucks,8941-95244,714-564-0591,CO,301 W. 4th Street,301 W. 4th Street,,,Santa Ana,CA,US,927014502,"(33.7481346130371, -117.869857788086)",33.748134613037109,-117.86985778808594,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles,12/08/2013 10:41:59 PM
12547,LIT - Little Rock Simply Books,Starbucks,75684-84361,5012312976,LS,1 Airport Rd,1 Airport Rd,,,Little Rock,AR,US,722024404,"(34.7278671264648, -92.2208938598633)",34.727867126464844,-92.220893859863281,Central Standard Time,-360,GMT-06:00 America/Chicago,12/08/2013 10:41:59 PM
12548,Medical Center Hospital Odessa Lbby,Starbucks,75215-90747,432-640-3328,LS,500 W 4th St,500 W 4th St,,,Odessa,TX,US,797615001,"(31.8450775146484, -102.373733520508)",31.845077514648438,-102.37373352050781,Central Standard Time,-360,GMT-06:00 America/Chicago,12/08/2013 10:41:59 PM
12549,Target-Columbus T-1911,Starbucks,76230-90438,812-376-0450,LS,1865 N National Rd,1865 N National Rd,,,Columbus,IN,US,472015194,"(39.2189788818359, -85.8852462768555)",39.218978881835938,-85.885246276855469,US Eastern Standard Time,-300,GMT-05:00 America/Indianapolis,12/08/2013 10:41:59 PM
12550,Marriott RenCen Detroit,Starbucks,75680-74487,313-568-8400,LS,"Renaissance Center, Renaissance Center",Renaissance Center,,Renaissance Center,Detroit,MI,US,48243,"(42.3289756774902, -83.0398025512695)",42.328975677490234,-83.039802551269531,Eastern Standard Time,-300,GMT-05:00 America/New_York,12/08/2013 10:41:59 PM
12551,Target Osage Beach T-1914,Starbucks,76234-93541,573-302-7969,LS,3880 Hwy D,3880 Hwy D,,,Osage Beach,MO,US,650658405,"(38.1614189147949, -92.6040420532227)",38.161418914794922,-92.604042053222656,Central Standard Time,-360,GMT-06:00 America/Chicago,12/08/2013 10:41:59 PM
